Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Analyst Programmer,Million Tech Development Ltd,,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-07-13 07:00:00,77252673,https://hk.jobsdb.com/job/77252673
Quality Assurance Tester (QA Analyst),JFE Consulting Limited,2,False,"Hung Hom, Kowloon City District",Information & Communication Technology,"$20,000 - $23,000 per month",2024-06-19 07:00:00,76655996,https://hk.jobsdb.com/job/76655996
Senior Web/Application Developer,GrammyTech Limited,4,True,Southern District,Information & Communication Technology,"$38,000 - $48,000 per month",2024-07-06 07:00:00,77074209,https://hk.jobsdb.com/job/77074209
Manual Tester,Cognizant Technology Solutions Hong Kong Limited,,False,Southern District,Information & Communication Technology,,2024-06-18 07:00:00,75423587,https://hk.jobsdb.com/job/75423587
"Analyst Programmer / Software Engineer (.Net C#, SQL)",CL Technical Services Ltd.,2,False,"Wan Chai, Wan Chai District",Information & Communication Technology,"$30,000 - $42,000 per month",2024-07-16 07:00:00,77292728,https://hk.jobsdb.com/job/77292728
Software Testing Engineer,EPAM Systems (Hong Kong) Limited,3,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76638820,https://hk.jobsdb.com/job/76638820
Analyst Programmer,Aisino Hongkong Limited,2,False,Hong Kong Island,Information & Communication Technology,,2024-07-17 16:00:00,77348168,https://hk.jobsdb.com/job/77348168
QA Engineer 測試開發工程師,Biying Investment Limited,2,False,Tai Po District,Information & Communication Technology,"$30,000 - $40,000 per month",2024-06-19 07:00:00,76657775,https://hk.jobsdb.com/job/76657775
Localisation Software Test Engineer,Apple,3,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,75063977,https://hk.jobsdb.com/job/75063977
QA Engineer,Company Confidential,,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76705096,https://hk.jobsdb.com/job/76705096
Automation Tester,Company Confidential,5,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76704971,https://hk.jobsdb.com/job/76704971
Systems Engineer (BMS/ ELV) - Graduates Welcome!,Korn Ferry RPOPS (HK) Limited,2,False,"Kowloon Bay, Kwun Tong District",Engineering,,2024-07-13 07:00:00,77252625,https://hk.jobsdb.com/job/77252625
Senior Systems Analyst / Senior Software Engineer - Fullstack,EAB Systems (Hong Kong) Ltd,5,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-16 07:00:00,77276873,https://hk.jobsdb.com/job/77276873
QA Engineer,Company Confidential,3,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76705521,https://hk.jobsdb.com/job/76705521
QA Engineer,SIRIUS Partners Limited,,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,75482511,https://hk.jobsdb.com/job/75482511
Quality Assurance Engineer,m-FINANCE Limited,3,False,Wan Chai District,Information & Communication Technology,,2024-06-18 07:00:00,75500779,https://hk.jobsdb.com/job/75500779
"QA Engineer, Blockchain",Company Confidential,,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76406278,https://hk.jobsdb.com/job/76406278
Senior Software Engineer,Availink (HK) Limited,,False,"Tsuen Wan, Tsuen Wan District",Information & Communication Technology,"$50,000 - $70,000 per month",2024-07-16 07:00:00,74601688,https://hk.jobsdb.com/job/74601688
Senior Quality Assurance Engineer (Digital Solutions),ESD Services Limited (ESDlife),3,True,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-06-18 07:00:00,76315031,https://hk.jobsdb.com/job/76315031
Quality Assurance Engineer (FinTech & Innovation),United Asia Finance Limited,5,False,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-18 07:00:00,74027460,https://hk.jobsdb.com/job/74027460
Senior Embedded Software Engineer (Hong Kong Based),Simatelex Manufactory Co Ltd,5,True,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-07-16 07:00:00,76153630,https://hk.jobsdb.com/job/76153630
QA Engineer 測試開發工程師,Biying Investment Limited,2,False,Tai Po District,Information & Communication Technology,"$30,000 - $40,000 per month",2024-07-12 07:00:00,77202933,https://hk.jobsdb.com/job/77202933
FS Consulting - Cyber Security - Penetration Testing - Senior/Manager - HK,EY,5,True,Hong Kong Island,Information & Communication Technology,,2024-07-05 07:00:00,77045239,https://hk.jobsdb.com/job/77045239
Senior Software Engineer/Programmer/Developer (.Net / C#),Venturenix Limited,8,False,Kowloon,Information & Communication Technology,"$38,000 - $55,000 per month",2024-07-16 07:00:00,77289853,https://hk.jobsdb.com/job/77289853
IT Quality Assurance Engineer (28-35K) (FSI),Manpower Services (Hong Kong) Limited,2,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-07-13 07:00:00,77254879,https://hk.jobsdb.com/job/77254879
5G/6G Protocol & Application Software Design - Snr Lead Engineer / Snr Engineer,Hong Kong Applied Science and Technology Research Institute Company Limited,3,False,Sha Tin District,Engineering,,2024-06-28 07:00:00,76869590,https://hk.jobsdb.com/job/76869590
Engineer (Quality Assurance),Hong Kong Interbank Clearing Ltd,1,True,"Ngau Tau Kok, Kwun Tong District",Information & Communication Technology,,2024-07-13 07:00:00,77253115,https://hk.jobsdb.com/job/77253115
System Analyst/ Analyst Programmer/ Programmer (Java),ASK IT LIMITED,,False,"Causeway Bay, Wan Chai District",Information & Communication Technology,,2024-06-29 07:00:00,76905163,https://hk.jobsdb.com/job/76905163
Graduate Engineer - Railway,Ground Transportation Systems (Hong Kong) Limited,,False,"Tai Kok Tsui, Yau Tsim Mong District",Engineering,,2024-07-05 07:00:00,77043766,https://hk.jobsdb.com/job/77043766
Software Security Engineer 軟件安全工程師 – Fintech / Financial Services,Up Way China Bullion Limited,,False,Tsuen Wan District,Information & Communication Technology,"$35,000 - $45,000 per month",2024-07-17 07:00:00,77314486,https://hk.jobsdb.com/job/77314486
IT Project Executive / Business Analyst / QA ( Manual / Auto ) ( Global...,Osmium Consulting Group Limited,7,True,Central and Western District,Information & Communication Technology,"$23,000 - $34,000 per month",2024-07-11 07:00:00,77173155,https://hk.jobsdb.com/job/77173155
AI Researcher & Engineer,"Huawei Tech. Investment Co., Ltd",,False,"Science Park, Tai Po District",Information & Communication Technology,,2024-06-28 07:00:00,76860400,https://hk.jobsdb.com/job/76860400
IT System Quality Assurance Manager - Corporate,Q P Group Holdings Limited,5,True,Sha Tin District,Information & Communication Technology,,2024-07-13 07:00:00,77245687,https://hk.jobsdb.com/job/77245687
